0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
"Cape Coral-Fort Myers, FL",0.01843024,0.025944686,0.026229779,0.029844004,0.034259257,0.035884054,0.038399493,0.04145499,0.044842334,0.048465282,0.052299708,0.056192413,0.060391224,0.064779546,0.069267252,0.073799451,0.078352054,0.082424879,0.086515758,0.090542221,0.094451908,0.098219857,0.101843281,0.105375076,0.108837858,0.11226058,0.115658209,0.119042884,0.122429221,0.125207427,0.128009604,0.130791915,0.133521887,0.13617893,0.138753612,0.141468957,0.14412207,0.146727554,0.149292114,0.15181903,0.154310893,0.156770992,0.15920383,0.161615163,0.164011792,0.166401258,0.168791526,0.171302014,0.173793654,0.176247775,0.178653545,0.181006235,0.183305824,0.185555822,0.187762277,0.189932973,0.19207678,0.194203143,0.196321688,0.198320425,0.200306783,0.202261162,0.204167085,0.206011448,0.207784425,0.209479157,0.211091343,0.212618815,0.214061149,0.21541932,0.216695418,0.218036172,0.21933038,0.22059024,0.221823878,0.22303696,0.224233734,0.225417673,0.22659183,0.227759032,0.228921973,0.230083236,0.231245293,0.232163085,0.233072002,0.233964162,0.234834789,0.235681649,0.236504549,0.237304902,0.23808534,0.238849402,0.239601262,0.240345525,0.241087051,0.241558784,0.242027583,0.242495262,0.242961394,0.243424446,0.243882502,0.244333687,0.244776395,0.245209396,0.245631867,0.24604339,0.246443918,0.246996818,0.247530056,0.248037466,0.248514331,0.248957181,0.249363627,0.24973222,0.25006232,0.250353982,0.250607858,0.250825115,0.251007366
"Cape Girardeau-Jackson, MO-IL",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Carson City, NV",0.010417696,0.014855283,0.017151924,0.02088594,0.024731867,0.026363856,0.028293796,0.030374452,0.032536516,0.034762195,0.037064684,0.039283583,0.041648384,0.04408877,0.046553601,0.049016155,0.051471106,0.053790172,0.056123958,0.058448266,0.06074224,0.062993553,0.065199423,0.067290589,0.069383675,0.07149007,0.073615593,0.075765953,0.077949239,0.079899123,0.08190139,0.083938073,0.085994023,0.088058982,0.090128198,0.092247792,0.09436393,0.096465347,0.098540855,0.100581062,0.102579234,0.10453148,0.106436519,0.108295279,0.110110441,0.111886019,0.113626985,0.115417459,0.117160788,0.118849145,0.120478073,0.122045902,0.123553236,0.125002475,0.12639739,0.127742753,0.129044038,0.13030717,0.131538341,0.132636184,0.133722434,0.134802952,0.135881088,0.136959001,0.138038455,0.139121244,0.140209386,0.14130519,0.142411233,0.143530312,0.144665379,0.14591304,0.147174658,0.148441595,0.149706607,0.150963914,0.15220915,0.153439235,0.154652196,0.155846985,0.157023303,0.158181446,0.15932217,0.160328685,0.161324157,0.162310596,0.163289006,0.164259965,0.165223994,0.166181751,0.167134129,0.168082275,0.169027583,0.16997166,0.17091629,0.17193168,0.172946611,0.173960314,0.174971849,0.175980343,0.1769851,0.177985658,0.178981782,0.179973447,0.180960802,0.181944128,0.182923809,0.183799086,0.184663129,0.185508332,0.186330562,0.187128046,0.187900614,0.188649195,0.189375462,0.190081584,0.190770055,0.191443565,0.192104917
"Casper, WY",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Cedar Rapids, IA",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Champaign-Urbana, IL",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Charleston, WV",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Charleston-North Charleston-Summerville, SC",0.009512591,0.013883498,0.014415107,0.016608406,0.019369787,0.021271724,0.023547586,0.026000591,0.028526256,0.031082454,0.033664407,0.036464034,0.039232886,0.041902308,0.04443578,0.046821867,0.049067121,0.051094107,0.053024271,0.054864595,0.056620304,0.058298544,0.05990968,0.061158651,0.062401954,0.063637176,0.064858461,0.066060745,0.067241738,0.068546248,0.069828455,0.071086373,0.072320444,0.073534251,0.074734626,0.075673572,0.076613135,0.077551729,0.078486833,0.079416457,0.08033996,0.08125832,0.082174079,0.083091112,0.084014339,0.084949428,0.085902529,0.086850151,0.08781374,0.088786276,0.089760207,0.090728696,0.091686279,0.092629102,0.093554903,0.094462862,0.09535339,0.096227913,0.097088665,0.097949108,0.098801527,0.099643721,0.10047366,0.101290006,0.102092379,0.102881414,0.103658704,0.104426673,0.105188434,0.105947634,0.106708318,0.107515275,0.108321258,0.10912063,0.109908682,0.110681821,0.111437627,0.112174803,0.112893052,0.113592921,0.114275655,0.114943043,0.115597297,0.11622726,0.116847587,0.117456393,0.118051463,0.118630783,0.119192841,0.119736753,0.120262279,0.120769775,0.12126013,0.121734676,0.122195115,0.122611228,0.123012926,0.123398901,0.123768363,0.124121063,0.124457282,0.124777788,0.125083774,0.125376792,0.125658691,0.125931559,0.126197664,0.126413687,0.126624344,0.126825618,0.127014769,0.12719018,0.127351216,0.127498084,0.127631706,0.127753592,0.127865732,0.127970502,0.128070585
"Charlotte-Gastonia-Concord, NC-SC",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Charlottesville, VA",0.004920661,0.007012706,0.007978776,0.009659594,0.011431843,0.012236776,0.013211181,0.014278158,0.015396378,0.016550052,0.017739994,0.018808743,0.019949017,0.02112644,0.022316668,0.023507227,0.02469596,0.025892885,0.027102445,0.028316639,0.029526442,0.030725449,0.031911096,0.033005244,0.03410488,0.035209097,0.036315473,0.037422504,0.038530688,0.03950408,0.040487277,0.041472633,0.04245462,0.043430398,0.044399886,0.045385318,0.046362354,0.047324853,0.048267297,0.049185409,0.050076464,0.050939297,0.051774133,0.052582341,0.053366173,0.054128529,0.054872749,0.055638683,0.056384099,0.057108789,0.057812214,0.058493963,0.059154011,0.059792816,0.060411314,0.061010858,0.061593142,0.062160124,0.062713946,0.063199083,0.063679546,0.064155427,0.064626635,0.065093216,0.065555535,0.066014347,0.066470788,0.066926342,0.067382777,0.06784208,0.068306394,0.068812626,0.069322538,0.069832807,0.07034033,0.070842438,0.071337006,0.071822474,0.072297819,0.072762497,0.073216376,0.073659666,0.074092856,0.074481354,0.07486332,0.075237191,0.075601815,0.075956442,0.076300712,0.076634625,0.076958496,0.07727291,0.077578672,0.077876762,0.078168294,0.078471016,0.078766995,0.079058875,0.079348396,0.079636783,0.079924997,0.080213883,0.080504257,0.080796947,0.081092808,0.081392724,0.081697599,0.081980102,0.082262224,0.082537002,0.082799923,0.083048192,0.08328023,0.083495327,0.083693404,0.083874834,0.084040314,0.08419078,0.084327335
"Chattanooga, TN-GA",0.002652636,0.004001631,0.004589806,0.00554532,0.00666188,0.007811813,0.00902801,0.010265837,0.011506774,0.012748439,0.013998087,0.015227255,0.016472587,0.017708816,0.018919756,0.020098003,0.021243212,0.022339605,0.023412031,0.024461765,0.025488253,0.026491817,0.027474708,0.028430895,0.029372788,0.030299755,0.031211793,0.032110052,0.032997036,0.033883944,0.034766117,0.035634869,0.036483619,0.037308233,0.038106987,0.038902531,0.039668258,0.040396833,0.041083215,0.04172432,0.042318768,0.042866605,0.043369022,0.04382809,0.044246534,0.044627541,0.044974613,0.04523988,0.045482945,0.045708435,0.045919043,0.046116471,0.046302031,0.046476987,0.046642723,0.04680081,0.046953007,0.047101238,0.047247555,0.047421024,0.047591421,0.047754749,0.047908071,0.04804941,0.048177667,0.048292524,0.048394329,0.048483985,0.048562841,0.048632603,0.048695245,0.048725645,0.048759226,0.048799614,0.048848463,0.048906292,0.048973057,0.049048491,0.049132313,0.049224332,0.0493245,0.049432924,0.049549859,0.049700019,0.049858682,0.050020775,0.050182881,0.050342806,0.050499288,0.050651782,0.050800285,0.050945212,0.051087286,0.051227459,0.051366849,0.0514817,0.051595086,0.051708417,0.051822123,0.05193615,0.052050281,0.052164315,0.052278174,0.052391939,0.052505862,0.05262036,0.052735998,0.052863216,0.052990746,0.053114215,0.053230821,0.053338867,0.053437455,0.053526279,0.053605465,0.053675468,0.053736983,0.053790884,0.053838181
"Cheyenne, WY",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Chicago-Naperville-Joliet, IL  (MSAD)",0.005997856,0.008810796,0.010452694,0.012763611,0.015184943,0.016838714,0.018662148,0.020566421,0.022513847,0.024498495,0.026532407,0.028625423,0.03074379,0.032836457,0.034871289,0.036834765,0.038728109,0.04053074,0.042300501,0.044040725,0.045749655,0.047426449,0.049073556,0.050666316,0.052249155,0.053821574,0.055383461,0.056936728,0.058485864,0.059974937,0.061470367,0.062961901,0.064440408,0.065899557,0.067336391,0.068779595,0.07019463,0.071569837,0.072896167,0.074167273,0.075379429,0.076531243,0.07762328,0.078657654,0.079637657,0.080567439,0.081451746,0.082277275,0.083060878,0.083804799,0.084510808,0.085180722,0.08581668,0.086421256,0.086997457,0.087548663,0.088078543,0.088590971,0.089089942,0.089586734,0.090076057,0.090554629,0.091019939,0.091470365,0.091905207,0.092324631,0.092729571,0.093121604,0.093502829,0.093875752,0.094243189,0.094576275,0.094914671,0.095261415,0.095617274,0.095981827,0.096354155,0.096733251,0.097118244,0.097508499,0.097903664,0.09830366,0.098708665,0.09911767,0.099531384,0.099946498,0.100360759,0.100772777,0.101181882,0.101587996,0.101991516,0.102393216,0.10279416,0.103195628,0.103599055,0.104017814,0.104437582,0.104858693,0.105280909,0.105703801,0.106126978,0.106550208,0.106973465,0.107396941,0.107821029,0.108246292,0.108673442,0.109103411,0.10952583,0.109932275,0.110317513,0.110678504,0.111013734,0.11132275,0.111605846,0.111863837,0.112097898,0.112309453,0.112500098
"Chico, CA",0.00880626,0.012483304,0.01433921,0.01755332,0.020857482,0.022276085,0.023961029,0.025791692,0.027703564,0.029673377,0.031704487,0.03362643,0.035661758,0.037752703,0.039860903,0.04196896,0.044076801,0.046110295,0.048178225,0.050257706,0.052327719,0.054374491,0.056392728,0.0582646,0.060147395,0.062044733,0.063955404,0.065878778,0.06781724,0.069477597,0.071159707,0.072846932,0.074527855,0.076196657,0.077852841,0.079579654,0.081296765,0.083000463,0.084685138,0.086345352,0.087977012,0.089577824,0.091147316,0.092686628,0.094198226,0.095685602,0.097152999,0.098692263,0.100200824,0.101673587,0.103107267,0.104500314,0.105852758,0.10716598,0.108442449,0.109685475,0.110898982,0.112087318,0.113255093,0.114269313,0.1152783,0.116283465,0.117284882,0.118282275,0.119275581,0.120265213,0.121252146,0.122237891,0.123224429,0.124214117,0.125209593,0.126310668,0.127411129,0.128503241,0.129581078,0.130640292,0.131677911,0.132692126,0.133682085,0.134647712,0.135589539,0.136508567,0.137406161,0.138206483,0.138998524,0.139787424,0.14057588,0.141365191,0.14215594,0.142948398,0.143742764,0.144539287,0.145338326,0.146140369,0.146946022,0.147782294,0.148613242,0.149434935,0.150244617,0.151040471,0.151821444,0.152587091,0.153337452,0.154072941,0.154794257,0.155502308,0.156198152,0.156839915,0.157464287,0.158063423,0.158632474,0.159168692,0.159670826,0.160138707,0.160572943,0.160974703,0.161345562,0.161687384,0.162002239
"Cincinnati-Middletown, OH-KY-IN",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Clarksville, TN-KY",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Cleveland, TN",0.003579216,0.005419308,0.006843336,0.008513775,0.010201776,0.011420561,0.012743737,0.01411904,0.015521738,0.01694704,0.018402759,0.019978425,0.021557941,0.023108399,0.024610242,0.026056219,0.027448654,0.028797983,0.030109694,0.031386627,0.032629,0.033837937,0.035016832,0.036096212,0.03717087,0.038243509,0.039314796,0.040385627,0.041458217,0.042543821,0.043629483,0.044703663,0.045758412,0.046789372,0.047795465,0.048752738,0.049685542,0.050587007,0.051451681,0.052275778,0.053057247,0.053795656,0.054491958,0.055148226,0.055767395,0.056353027,0.05690913,0.057439419,0.057947011,0.058435706,0.058907347,0.059362859,0.059802908,0.060228256,0.060639918,0.06103922,0.061427778,0.06180746,0.062180331,0.062563261,0.06293873,0.063301981,0.063649888,0.063980673,0.064293684,0.064589207,0.064868285,0.065132562,0.065384145,0.065625491,0.065859308,0.066069585,0.066280099,0.066492937,0.066708588,0.066926742,0.067146795,0.067368145,0.067590355,0.067813218,0.068036775,0.068261311,0.068487319,0.068716932,0.068952575,0.069193463,0.069438829,0.069688071,0.069940837,0.070197052,0.070456916,0.070720878,0.070989598,0.07126391,0.071544781,0.07185071,0.072160651,0.072474569,0.07279212,0.073112888,0.073436545,0.073762919,0.074092029,0.074424077,0.074759433,0.075098613,0.075442248,0.075780391,0.076116508,0.076441811,0.076750642,0.077039501,0.077306404,0.077550436,0.077771437,0.077969788,0.078146253,0.078301867,0.078437857
"Cleveland-Elyria-Mentor, OH",0.007714156,0.011340517,0.012025787,0.014275299,0.017110379,0.019989263,0.022993005,0.025982147,0.028905314,0.031758713,0.034563206,0.03710333,0.039652285,0.042162371,0.044605318,0.046970739,0.049262087,0.05145077,0.053616559,0.055765037,0.057895767,0.0600087,0.062106786,0.064157536,0.066168293,0.068120908,0.070006573,0.071824109,0.073578363,0.075242069,0.076874486,0.078468923,0.080017991,0.081516131,0.082960695,0.084484795,0.085940447,0.087318265,0.088612334,0.089819787,0.090940423,0.091976281,0.092931188,0.093810343,0.09461996,0.095366967,0.096058778,0.096496949,0.096908333,0.097303337,0.097688012,0.098066114,0.098440397,0.09881336,0.09918762,0.099566083,0.099951979,0.100348824,0.100760359,0.1012644,0.10177194,0.102270485,0.102751062,0.103207639,0.103636647,0.104036534,0.104407376,0.10475053,0.105068348,0.105363939,0.105640973,0.105829136,0.10602291,0.106230891,0.106457393,0.106704293,0.10697223,0.107261324,0.107571593,0.107903167,0.108256389,0.108631836,0.109030306,0.109567749,0.110131489,0.110720419,0.111333408,0.111969525,0.112628159,0.113309058,0.114012319,0.114738345,0.115487795,0.116261528,0.117060549,0.117727282,0.118404251,0.11908087,0.119748787,0.120401564,0.121034405,0.12164389,0.122227748,0.12278464,0.12331399,0.12381583,0.124290684,0.12478756,0.125266337,0.125728965,0.126177141,0.126612464,0.127036541,0.127451049,0.127857754,0.12825852,0.128655291,0.129050076,0.12944493
